CompanyName,GenericName,Qty,Year,Month,num_in_pack,QtyAdadi
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,35641.0,1402,06,30,1069230.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,614.0,1398,05,30,18420.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,1495.0,1398,08,30,44850.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,4719.0,1399,03,30,141570.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,7038.0,1399,08,30,211140.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,10714.0,1399,09,30,321420.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,18864.0,1400,04,30,565920.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,31360.0,1400,08,30,940800.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,40614.0,1402,04,30,1218420.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,123.0,1398,01,30,3690.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,4380.0,1399,05,30,131400.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,27472.0,1400,05,30,824160.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,35605.0,1401,02,30,1068150.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,22381.0,1402,01,30,671430.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,42714.0,1402,03,30,1281420.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,423.0,1398,04,30,12690.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,1789.0,1398,09,30,53670.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,24214.0,1400,11,30,726420.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,29196.0,1401,01,30,875880.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,25840.0,1401,05,30,775200.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,33171.0,1401,10,30,995130.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,36341.0,1402,05,30,1090230.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,1302.0,1398,07,30,39060.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,7767.0,1399,11,30,233010.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,10397.0,1399,12,30,311910.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,14066.0,1400,02,30,421980.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,30496.0,1400,07,30,914880.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,22133.0,1400,09,30,663990.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,36984.0,1401,03,30,1109520.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,68282.0,1401,04,30,2048460.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,23387.0,1401,07,30,701610.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,38385.0,1401,08,30,1151550.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,37510.0,1401,11,30,1125300.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,74680.0,1401,12,30,2240400.0
آرنا حیات دانش,APIXABAN TABLET ORAL 5 mg,38137.0,1402,07,30,1144110.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,1748.0,1398,08,30,52440.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,1850.0,1399,03,30,55500.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,8404.0,1399,07,30,252120.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,12014.0,1400,10,30,360420.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,7835.0,1402,04,30,235050.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,4372.0,1402,06,30,131160.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,834.0,1399,01,30,25020.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,3515.0,1399,06,30,105450.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,4479.0,1399,08,30,134370.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,9325.0,1400,07,30,279750.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,20325.0,1400,09,30,609750.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,23035.0,1401,03,30,691050.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,115.0,1398,09,30,3450.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,3.0,1398,10,30,90.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,297.0,1398,12,30,8910.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,2767.0,1400,04,30,83010.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,10931.0,1400,06,30,327930.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,9929.0,1400,11,30,297870.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,5947.0,1401,05,30,178410.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,9037.0,1401,10,30,271110.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,33642.0,1402,02,30,1009260.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,1578.0,1399,04,30,47340.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,6403.0,1399,12,30,192090.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,2242.0,1400,03,30,67260.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,17973.0,1401,02,30,539190.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,11561.0,1401,09,30,346830.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,26641.0,1402,01,30,799230.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,11674.0,1402,03,30,350220.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,34.0,1398,11,30,1020.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,13746.0,1399,11,30,412380.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,3844.0,1400,01,30,115320.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,8965.0,1400,08,30,268950.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,29553.0,1401,04,30,886590.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,7983.0,1401,07,30,239490.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,4388.0,1401,12,30,131640.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,5276.0,1402,05,30,158280.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,1636.0,1399,02,30,49080.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,987.0,1399,05,30,29610.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,3903.0,1399,10,30,117090.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,7896.0,1400,12,30,236880.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,14273.0,1401,01,30,428190.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,10795.0,1402,07,30,323850.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,279.0,1398,07,30,8370.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,4524.0,1399,09,30,135720.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,3390.0,1400,02,30,101700.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,1549.0,1400,05,30,46470.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,9977.0,1401,06,30,299310.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,16293.0,1401,08,30,488790.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 2.5 mg,9223.0,1401,11,30,276690.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2207.0,1399,02,30,66210.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2841.0,1399,09,30,85230.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,3176.0,1399,10,30,95280.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,3806.0,1400,03,30,114180.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,4193.0,1400,05,30,125790.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,4903.0,1400,09,30,147090.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,4541.0,1401,08,30,136230.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,5868.0,1401,09,30,176040.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,60.0,1402,06,30,1800.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2018.0,1402,07,30,60540.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,3119.0,1398,08,30,93570.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,16.0,1398,12,30,480.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,783.0,1399,01,30,23490.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,4584.0,1400,08,30,137520.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2507.0,1400,11,30,75210.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,375.0,1401,02,30,11250.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,280.0,1401,04,30,8400.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,4316.0,1401,10,30,129480.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,1120.0,1402,01,30,33600.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,1756.0,1399,04,30,52680.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,8376.0,1400,06,30,251280.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2043.0,1400,10,30,61290.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2176.0,1401,11,30,65280.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,1069.0,1402,02,30,32070.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,18.0,1398,11,30,540.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2582.0,1399,06,30,77460.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,3796.0,1399,08,30,113880.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,4847.0,1399,11,30,145410.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2604.0,1399,12,30,78120.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2826.0,1400,02,30,84780.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2902.0,1401,06,30,87060.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,3295.0,1401,07,30,98850.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,262.0,1402,03,30,7860.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,22.0,1402,04,30,660.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,153.0,1398,09,30,4590.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,3656.0,1400,04,30,109680.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2062.0,1400,12,30,61860.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,412.0,1401,03,30,12360.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,3686.0,1401,12,30,110580.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,306.0,1398,07,30,9180.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2292.0,1399,03,30,68760.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,806.0,1399,05,30,24180.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,2725.0,1400,01,30,81750.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,5197.0,1400,07,30,155910.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,1470.0,1401,01,30,44100.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,5.0,1398,10,30,150.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,4989.0,1399,07,30,149670.0
آرنا حیات دانش,BISOPROLOL FUMARATE TABLET ORAL 5 mg,573.0,1401,05,30,17190.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,6213.0,1397,05,30,186390.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,6037.0,1397,08,30,181110.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,7676.0,1398,12,30,230280.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,7023.0,1399,01,30,210690.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,28483.0,1400,03,30,854490.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,24642.0,1400,12,30,739260.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,26990.0,1401,02,30,809700.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,15075.0,1402,01,30,452250.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,5670.0,1397,03,30,170100.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,9729.0,1398,02,30,291870.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,8641.0,1398,04,30,259230.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,14176.0,1398,06,30,425280.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,11948.0,1399,02,30,358440.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,14850.0,1399,08,30,445500.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,36522.0,1401,03,30,1095660.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,63245.0,1401,12,30,1897350.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,28268.0,1402,03,30,848040.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,9872.0,1398,03,30,296160.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,10322.0,1399,03,30,309660.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,15613.0,1399,04,30,468390.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,15567.0,1399,07,30,467010.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,39094.0,1400,09,30,1172820.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,21138.0,1401,01,30,634140.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,27529.0,1401,08,30,825870.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,18176.0,1402,04,30,545280.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,4391.0,1397,06,30,131730.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,5324.0,1397,09,30,159720.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,10947.0,1399,06,30,328410.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,20918.0,1401,09,30,627540.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,6983.0,1397,02,30,209490.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,9703.0,1397,10,30,291090.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,6947.0,1397,12,30,208410.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,10141.0,1399,11,30,304230.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,33765.0,1400,06,30,1012950.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,68320.0,1401,04,30,2049600.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,14386.0,1401,05,30,431580.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,14481.0,1401,07,30,434430.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,2816.0,1397,01,30,84480.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,6219.0,1397,07,30,186570.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,6945.0,1398,08,30,208350.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,6475.0,1398,10,30,194250.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,10131.0,1399,05,30,303930.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,25219.0,1399,09,30,756570.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,18201.0,1399,12,30,546030.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,29947.0,1400,04,30,898410.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,36498.0,1400,07,30,1094940.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,27101.0,1400,10,30,813030.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,24135.0,1400,11,30,724050.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,13453.0,1401,06,30,403590.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,23229.0,1401,10,30,696870.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,24077.0,1401,11,30,722310.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,22710.0,1402,06,30,681300.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,23370.0,1402,07,30,701100.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,4756.0,1397,04,30,142680.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,8520.0,1397,11,30,255600.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,7321.0,1398,01,30,219630.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,7340.0,1398,05,30,220200.0
آرنا حیات دانش,RIVAROXABAN TABLET ORAL 10 mg,9126.0,1398,07,30,273780.0
